Position Title,Average Gross Pay
INTERMEDIATE ACCOUNTANT,44250.01114285714
INTERMEDIATE AUDITOR,32015.99111111111
INTERMEDIATE BRIDGE INSPECTOR,69663.9
INTERMEDIATE CHEMIST,32906.31
INTERMEDIATE DESIGN TECHNICN,23572.82125
INTERMEDIATE EQUIPMENT TECH,44042.754230769235
INTERMEDIATE INVESTIGATOR,55405.395000000004
INTERMEDIATE IS TECHNICIAN,14926.589999999998
INTERMEDIATE MAINTENANCE WRKR,31876.321084598698
INTERMEDIATE PARALEGAL,29766.62
INTERMEDIATE PLANNING TECHNICI,27861.170000000002
INTERMEDIATE PROCUREMENT AGENT,34901.53
INTERMEDIATE PROJECT REVIEWER,34344.26
INTERMEDIATE SAFETY SPECIALIST,36309.11
INTERMEDIATE SURVEY TECHNICIAN,29177.72428571429
INTERN,6830.508833333334
INTERNAL AUDITOR,116696.5
INTERPRETER,52682.0
INTERPRETIVE CENTER MANAGER,56691.0
INTERPRETIVE RESOURCE SPEC,52371.18
INTRM HISTORIC PRESERVATION SP,24248.455
INVASIVE SPECIES ECOLOGIST,75134.5
INVENTORY CONTROL SPECIALIST,55809.7
INVENTORY SPECIALIST,57478.62
INVESTIGATION MANAGER,81416.07
INVESTIGATIONS MANAGER,71470.66736842105
INVESTIGATIVE COMP MANAGER,63924.0
INVESTIGATOR,38494.24670103093
INVESTIGATOR I,49881.30375
INVESTIGATOR II,12732.3
INVESTIGATOR III,26160.0
INVESTIGATOR IV,46007.5
INVESTMENT COORDINATOR,40539.85
INVESTMENT OP MGR & BUDGET CO,62657.72
IT ADMINISTRATOR,37944.28
IT ANALYTICS REPORTING SUPV,85537.5
IT APPLICATION DEVELOPMENT SUP,94828.9
IT APPLICATION SUPPORT ASST,3713.45
IT BUSINESS ANALYST,72217.75
IT DATA & APPLICATIONS SEC CHF,123556.5
IT DATA & GIS SUPERVISOR,91870.5
IT DATA ANALYTICS SPECIALIST,70130.5
IT DATABASE ADMINISTRATOR,52274.06333333333
IT DESKTOP SPECIALIST,47662.75
IT DESKTOP/MOBILE SUPV,73765.0
IT INFRASTRUCTURE SUPV,85912.5
IT MOBILE DEVICE SPECIALIST,65669.5
IT PLANNING SECTION CHIEF,121276.5
IT PROJECT MANAGER,82037.75333333334
IT PROJECT SUPERVISOR,90320.5
IT SECURITY & TECH SECTION CHF,127063.0
IT SECURITY ARCHITECT,91455.5
IT SOURCING & PROCUREMENT SPEC,81839.15
IT SR APPLICATION DEVELOPER II,84926.88
IT SR SYSTEMS ADMINISTRATOR,76103.23
IT SUPPORT SERVICES SECTION CH,108024.5
IT SUPPORT TECHNICIAN,47287.74571428571
IT USER SUPPORT SUPERVISOR,84849.16666666667
JANITOR,12514.583571428573
JC PENSION ANALYST,31976.73
JOURNAL PRODUCTION CLERK,50543.384999999995
JT COMMITTEE DIRECTOR,75659.8775
JT COMMITTEE SECY,29114.08
JT COMMITTEE TECH ANALYST,7167.42
JUDICIAL ADMINISTRATIVE AST,48688.8045
JUDICIAL EXECUTIVE ASSISTANT,71773.55
JUV/FAMILY COURT SUPPORT WKR,48837.5
JUVENILE ADMIN SUPPORT I,25020.434
JUVENILE ADMIN SUPPORT II,36191.73432432432
JUVENILE COURT PROG SPEC,45711.1975
JUVENILE OFFICER I,18661.802765957447
JUVENILE OFFICER II,36493.745862068965
JUVENILE OFFICER III,46786.06861111111
JUVENILE OFFICER IV,52803.43705882353
JUVENILE OFFICER V,54606.69545454546
JUVENILE OFFICER VI,76450.77
JUVENILE/FAMILY COURT AIDE,39528.49
LABORATORY EVIDENCE TECH I,18551.7
LABORATORY EVIDENCE TECH II,24112.190000000002
LABORATORY MANAGER,75393.36941176471
LABORATORY SCIENTIST,40056.786
LABORATORY SUPERVISOR,63960.544444444444
LABORATORY SUPPORT ASSISTANT,31847.61533333333
LABORATORY SUPPORT SUPERVISOR,45395.21666666667
LABORATORY SUPPORT TECHNICIAN,19495.398333333334
LABORATORY TECHNICIAN,19792.460000000003
LABORER,9533.748333333333
LAND SERVICES MANAGER,18752.52
LAND SURVEY COORDINATOR,47964.604999999996
LAND SURVEY MANAGER,79611.61
LAND SURVEY SUPERVISOR,72260.87
LAND SURVEYOR,52746.69333333333
LAND SURVEYOR IN TRAINING,52930.295
LAND SURVEYOR-IN-TRAINING,26263.055
LANDOWNER SERVICES MANAGER,72393.0
LANDS SYSTEM ANALYST,55498.0
LAUNDRY MANAGER,45589.920000000006
LAUNDRY SUPERVISOR,14677.755000000001
LAUNDRY WORKER,28827.320384615385
LAW CLERK,45676.01619047619
LAW CLERKS,42055.32829268293
LAW ENFORCEMENT OFFICER,8124.990000000001
LEAD ADMIN SUPP ASST,13002.50125
LEAD ADMIN SUPP PROF,17059.0
LEAD ADMIN SUPPORT ASSISTANT,31464.962032258067
LEAD AUDITOR,57618.66714285714
LEAD CARPENTER,55126.151333333335
LEAD CIRCULATION TECHNICIAN,35497.0
LEAD CUSTOMER SERVICE REP,31073.58946969697
LEAD EXEC ADMIN SUPP PROF,21371.0
LEAD EXHIBITS CARPENTER,51375.5
LEAD FIELD ACQUISITION TECH,60510.15
LEAD HEAVY EQUIPMENT OPERATOR,62565.142857142855
LEAD INFO SYSTEMS TECHNOLOGIST,62291.6123076923
LEAD NUTRITION PROGRAM ANALYST,19680.5
LEG ANALYST/FLOOR COORDINATOR,101240.56
LEG ANALYST/TRAINING CORDTOR,96736.4
LEGAL ASSISTANT,36301.54050847458
LEGAL COUNSEL,72459.75188811189
LEGAL COUNSEL I,42475.46
LEGAL COUNSEL II,66926.402
LEGAL INTERN,6042.772142857143
LEGAL OFFICE MANAGER,32429.615
LEGAL SECRETARY,35382.088571428576
LEGISLATIVE ANALYST I,61352.912
LEGISLATIVE ANALYST II,40781.68
LEGISLATIVE ANALYST III,84540.98
LEGISLATIVE ANALYST PT,28330.21
LEGISLATIVE ASSISTANT,27997.09
LEGISLATIVE COUNSEL,19384.61
LEGISLATIVE COUNSEL- MAJ CAUC,142159.47
LEGISLATIVE COUNSEL- MIN CAUC,75000.32
LEGISLATIVE DIRECTOR,73008.1075
LEGISLATIVE INFO COORDINATOR,46936.68333333333
LEGISLATIVE LIAISON,90524.0
LEGISLATIVE RESEARCH CLERK,49454.06
LEGISLATIVE SPEC II - PROC,67508.45999999999
LEGISLATIVE SPECIALIST I,54067.55
LEGISLATOR ASSISTANT (NON-TBL),18159.073333333334
LEGISLATOR ASSISTANT (RNG 12),42191.28183673469
LGL SECTRY/RESOLUTION PROD SPV,75097.16
LIBRARIAN,41484.49
LIBRARIAN II,52479.0
LIBRARY ADMINISTRATOR,76002.36
LIBRARY CONSULTANT,35870.84714285714
LIBRARY DEV COORDINATOR,65475.5
LIBRARY MANAGER,42973.38333333333
LIBRARY TECHNICIAN,37393.02
LIBRARY TECHNOLOGY SPECIALIST,14695.09
LIC PROFESSIONAL COUNSELOR,42346.11722222222
LICENSED CLINICAL SOCIAL WKR,50048.603043478266
LICENSED PRACTICAL NURSE,42563.634806201546
LIEUTENANT,93495.02864197531
LIEUTENANT COLONEL,148132.21
LIEUTENANT GOVERNOR,92194.73
LINE SPECIALIST,17416.77
LINKED DEPOSIT COORDINATOR,25962.36
LOCAL GOVERNMENT ANALYST,2084.0
LOCAL GOVT/POLICY SR ALST III,15627.7
LOCAL GOVT/POLICY SR ANALYSTII,54250.82
LOCAL RECORDS DIRECTOR,75860.0
LONG TERM SUB TEACHER,10316.56985915493
LOTTERY CUSTOMER SERVICE SPEC,30873.857777777775
LOTTERY DSTRCT/CORP SALES MGR,53432.50888888889
LOTTERY FIELD REPRESENTATIVE,40815.96425531915
LOTTERY INSIDE SALES SPEC,38740.575
LOTTERY INSIDE SALES TEAM MGR,47681.98
LOTTERY MKTNG & PROMOTIONS MGR,66992.156
LOTTERY SALES MANAGER,55178.583333333336
LOTTERY SECURITY MANAGER,85852.78
LOTTERY SECURITY SPECIALIST,60899.53
LTRM PROGRAM SUPERVISOR,71259.5
MAGAZINE MANAGER,73748.5
MAIL/PRINT TECH I/II/III,3440.0
MAILROOM SUPERVISOR,8009.63
MAINT MGT SYSTEM ADMINISTRATOR,91218.89
MAINT SUPERINTENDENT,72707.55145833333
MAINT/GROUNDS SUP,15401.40909090909
MAINT/GROUNDS TECH,12241.486818181818
MAINT/GROUNDS WORKER,11273.5
MAINTENANCE CREW LEADER,46756.86355460386
MAINTENANCE CREW LEADER - TPT,24253.0
MAINTENANCE INTERN,4174.54
MAINTENANCE LIAISON,73490.985
MAINTENANCE OPERATIONS SPCLST,38854.98
MAINTENANCE SUPERVISOR,65012.54859223301
MAINTENANCE WORKER,25243.426004140787
MAINTENANCE WORKER - TPT,16013.247631578948
MAINTENANCE WORKER I/II/III,52718.5775
MAINTENANCE/GROUNDS MANAGER,52722.24
MAINTENANCE/GROUNDS SUPERVISOR,44451.290748898675
MAINTENANCE/GROUNDS TECHNICIAN,30588.988280632413
MAINTENANCE/GROUNDS WORKER,31856.92823529412
MAJOR,138283.05666666667
MAJORITY CAUCUS STAFF,58314.514
MANAGER OF HUMAN RESOURCES,78129.53
MANAGING COUNSEL,80183.36499999999
MANAGING EDITOR,47877.0
MANSION DIRECTOR,78308.83
MARINE MECHANIC,35197.29
MARKET REPORTER,6546.462500000001
MARKETING SPECIALIST,68379.0
MARSHAL,54848.354999999996
MATERIALS INSPECTOR,48325.0925
MATERIALS INTERN,9936.485
MATERIALS SPECIALIST,53348.94
MATERIALS TECHNICIAN,21797.783750000002
MATERIALS TESTING SPECIALIST,55270.130000000005
MATERIALS TESTING SUPERVISOR,53185.450000000004
MC INVESTIGATIONS SPEC,69513.65000000001
MCDHH BUSINESS OPERATIONS MAN,52682.0
MCDHH EXECUTIVE DIRECTOR,95394.0
MCDHH OFFICE SUPPORT SPECIALIS,16270.0
MCS PROGRAM MANAGER,81416.095
MCS SYSTEM & TRAINING ANALYST,51982.994999999995
MCVR ADMINISTRATOR,56205.99
MECHANICAL ENGINEER,46477.386666666665
MEDIA SERVICES COORDINATOR,74307.51
MEDIA SPECIALIST,48322.595
MEDICAL ADMINISTRATOR,328760.26666666666
MICS COORDINATOR,50190.0
MIL FUNERAL HONORS TEAM MEMBER,24760.0452
MILITARY FUNERAL HONORS MGR,36224.049999999996
MILITARY FUNERAL HONORS SPV,31214.129333333334
MILITARY HONORS PROGRAM ASST,608.31
MILITARY SECURITY MANAGER,64126.37
MILITARY SECURITY OFFICER,30608.486666666668
MILITARY SECURITY SUPERVISOR,29133.38
MINORITY CAUCUS STAFF,110294.42
MISCELLANEOUS ADMINISTRATIVE,37522.129
MISCELLANEOUS POOL STAFF,5405.685
MISCELLANEOUS PROFESSIONAL,16656.17226443769
MISCELLANEOUS SUPERVISORY,59610.64625
MISCELLANEOUS TECHNICAL,11919.26719844358
MITIGATION SPECIALIST,41149.240000000005
MO ASSESSMENT PROGRAM MANAGER,59084.67
MOBL AND ORIENT INST,70757.0
MOPS - DEPUTY DIRECTOR,113940.15
MOPS - EXECUTIVE ASSISTANT,53409.61
MOPS - EXECUTIVE DIRECTOR,146090.9
MOPS - FISCAL OFFICER,59343.97
MOPS - GENERAL COUNSEL,51024.10333333333
MOPS - PARALEGAL,26989.73
MOPS - RESOURCE PROSECUTOR,98455.73999999999
MOPS-INFORMATION TECHNOLOGIST,85455.14
MOPS-VICTIM ADVOCATE,65278.22
MORTGAGE EXAMINATION ASSISTANT,43078.4
MORTGAGE LICENSING ASSISTANT,47948.57
MOSCHOLARS PROGRAM SUPERVISOR,11802.24
MOTOR ASSISTANCE SHIFT SUPV,71401.67333333334
MOTOR CARRIER AGENT,16763.572857142855
MOTOR CARRIER COMPLIANCE SUPV,65933.78666666667
MOTOR CARRIER PROJECT MANAGER,37342.69
MOTOR CARRIER SERVICES ADMIN,77463.10666666667
MOTOR CARRIER SERVICES DIRECTR,133920.42
MOTOR CARRIER TECHNICIAN,36416.21
MOTOR VEH CHIEF,17769.655
MOTOR VEH INSP,12259.68619047619
MOTOR VEH INSP SUP,16844.280666666666
MOTOR VEH SR CHIEF,19285.0
MOTOR VEHICLE INSPECTOR I,13008.6625
MOTOR VEHICLE INSPECTOR II,18235.25142857143
MOTOR VEHICLE INSPECTOR III,27441.6296
MOTORIST ASSISTANCE OPER SUPER,62878.955
MOTORIST ASSISTANCE OPERATOR,33948.72137254902
MSSD AREA DIRECTOR,28173.092857142856
MULTIMEDIA SPECIALIST,29827.805
MULTIMODAL OPERATIONS INTERN,5074.955
MULTIMODAL OPERATIONS SPECIALI,34430.14166666667
MULTIMODAL OPERATIONS TECH,36476.69
MULTIMODAL OPRATNS DIRECTOR,133920.42
MUSEUM CURATOR,28408.346666666665
MUSEUM MANAGER,70538.28
MVI ANALYST,31906.535
MVI SUPERVISOR,34718.3625
NATIVE LANDSCAPE SPECIALIST,5097.48
NATURAL COMMUNITY ECOLOGIST,79051.0
NATURAL HISTORY REG. BIOLOGIST,53134.425
NATURAL RESOURCE ASSISTANT,29376.956666666665
NATURAL RESOURCE PLANNING SECT,92580.5
NATURALIST,35759.75027027027
NATURE CENTER MANAGER,63511.89428571429
NETWORK ADMINISTRATOR,63939.32
NETWORK INFRASTRUCTURE ARCHTCT,86920.04090909091
NETWORK INFRASTRUCTURE SPEC,56585.9709090909
NETWORK INFRASTRUCTURE SPV,88873.36142857143
NETWORK INFRASTRUCTURE TECH,41766.76458333333
NETWORK OPERATIONS MANAGER,82610.56
NETWORK OPERATIONS SUPERVISOR,47584.013333333336
NETWORK OPERATIONS TECH,52568.63999999999
NETWORK SUPERVISOR II,83682.08
NETWORK/COMM SPECIALIST,37252.77
NEWLY ELECTED OFFICIALS - CONV,6820.14
NEWS SERVICES COORDINATOR,63249.5
NIGHT WATCH,26653.460000000003
NON-COMMISSIONED INVESTIGATOR,36316.507910447755
NON-COMMSSN INVESTIGATOR SPV,61564.982
NURSE CLINICIAN/PRACTITIONER,102932.76391304347
NURSE LPN,13072.625555555554
NURSE MANAGER,83693.28527777777
NURSING ASST II,-1.43
NURSING CONSULTANT,3969.0199999999995
NUTRITION FINANCE MANAGER,24581.59
NUTRITION PROCUREMENT MANAGER,58039.0
NUTRITION PROGRAM ANALYST,14553.455
NUTRITION PROGRAM OP MGR,58039.0
NUTRITION PROGRAM SPECIALIST,31312.900909090906
NUTRITION PROVISION SPECIALIST,37694.0
NUTRITION SPECIALIST,49860.265
OCCUPATIONAL THERAPIST,70778.15000000001
OCCUPATIONAL THERAPY ASSISTANT,49536.96333333334
OFF-SYSTEM PLANS REVIEWER,75037.07
OFFICE ASSISTANT,23827.75
OFFICE MANAGER,25728.51806451613
OFFICE MGR CON SVC LIAS,56606.2
OFFICE SUPERVISOR,39851.733636363635
OFFICE SUPPORT ASSISTANT,17651.785
OFFICE SUPPORT TECHNICIAN,7067.5
OFFICE SUPPORT TECHNICIAN II,29438.0
OFFICE WORKER MISCELLANEOUS,10609.762708333334
OPER MNGR,41809.44
OPERATIONS SPECIALIST,33955.979999999996
OPERS COMMUNICATIONS SPEC,31596.25333333333
ORGANIZATIONAL PERFORMANCE SPE,81480.37
OUT-STATE AUDIT PERSONNEL,64963.7624137931
OUTDOOR ADVERT PERMIT SPEC,35273.10333333333
OUTDOOR ADVERTISING MANAGER,81416.08
OUTDOOR ADVERTISING SPECIALIST,67335.42
OUTDOOR EDUC CNTR MGR,51120.88999999999
OUTDOOR EDUC CNTR SPEC,28472.865555555556
OUTREACH SERVICES ADMIN,73697.33
P&P DISTRICT ADMINISTRATOR,58172.05462962962
P&P REGIONAL ADMINISTRATOR,73336.69833333333
PARALEGAL,43178.08517241379
PARK RANGER,39386.39083333333
PARK RANGER CORPORAL,56956.53777777778
PARK RANGER MANAGER,76582.044
PARK RANGER RECRUIT,18948.7
PARK RANGER SERGEANT,62278.508571428574
PARK/HISTORIC SITE COORDINATOR,49937.767222222225
PARK/HISTORIC SITE MANAGER,54875.14966101695
PARK/HISTORIC SITE SPECIALIST,39914.30163934426
PARK/HISTORIC SITE SUPERVISOR,47086.71682926829
PARK/HISTORIC SITE TECHNICIAN,31747.445
PART-TIME OTHER,8971.494999999999
PARTNER ENGAGEMENT COORD,25930.74
PASTORAL COUNSELOR,45815.085
PAVEMENT ENGINEER,87395.27
PAYABLES & PAYROLL MANAGER,66608.5
PAYROLL TECHNICIAN,50004.0
PERMIT SERVICES SPECIALIST,73655.0
PERMIT SERVICES SUPERVISOR,80304.5
PERSONNEL ANALYST II,10150.922
PERSONNEL ANALYST III,68449.26
PERSONNEL CLERK,65953.29
PERSONNEL OFFICER,101466.82
PERSONNEL OFFICER I,17557.254999999997
PERSONNEL OFFICER II,25752.333333333332
PERSONNEL REC CLERK II,12109.993333333332
PERSONNEL RECORDS CLERK III,9880.08
PHARMACIST,111944.96636363635
PHOTOGRAPHER,59324.88999999999
PHYSICAL EDUCATION TEACHER,36260.251739130435
PHYSICAL LABORATORY DIRECTOR,114383.57
PHYSICAL THERAPIST,47622.973333333335
PHYSICAL THERAPIST ASSISTANT,37222.076
PHYSICIAN,147926.679
PHYSICIAN ASSISTANT,95801.70333333332
PLANNING AND PROGRAMMING COORD,109785.29
PLANNING INTERN,8551.73
PLANT INDUSTRIES WORKER,7969.6875
PODIATRIST,20652.48
POLICY & INNOVATIONS ENGINEER,49995.84
POLICY ADVISOR,21545.45
POLICY COORDINATOR,57807.5
POLICY DIRECTOR,65395.704000000005
POLICY SPECIALIST,26248.855
POLICY SUPERVISOR,112076.0
POLICY/INNOVATION PROGRAM MGR.,102128.23
POST PROGRAM COORDINATOR,29311.11
PRE-COLLEGE ADMIN INTERN,6019.88
PRE-COLLEGE FIELD INTERN,5041.715
PRESS SECRETARY,79144.0
PRETRIAL ADMINISTRATOR,49354.5
PRIN ASST-BOARD/COMMISSION,56755.905
PRINC ASST FOR BOARDS & COMMS,49435.0
PRINCIPAL ASST BOARD/COMMISSON,78788.795
PRINCIPAL BUSINESS PROJECT MGR,80048.1211111111
PRINCIPAL COURT CLERK,36566.962628571426
PRINCIPAL PROGRAMMER,4613.05
PRINCIPAL SOFTWARE ENGINEER,37821.93
PRINT SVCS TECH I/II/III/IV,44082.96
PRINTING PRODUCTION SPECIALIST,51530.5
PRINTSHOP SUPERVISOR,62965.31
PRIORITY HABITAT COORD,65226.0
PRIVATE LAND CONS ASST,40321.94666666666
PRIVATE LAND CONSERVATIONIST,46744.34709090909
PRIVATE LAND PROGRAMS SUPV,81482.5
PROBATE COMMISSIONER,167829.92
PROBATION & PAROLE ASST I,-43.12
PROBATION & PAROLE SUPERVISOR,51614.66582524272
PROBATION AND PAROLE ASSISTANT,35170.47705426357
PROBATION AND PAROLE OFFICER,40517.337415982074
PROBATIONARY TROOPER,34963.2345398773
PROC OFFICERIII/TRN COORD,89595.39
PROCESSING CLERK I,16437.36181818182
PROCESSING CLERK II,15361.505000000001
PROCUREMENT AGENT,29890.11
PROCUREMENT ANALYST,33519.05781818182
PROCUREMENT ASSOCIATE,31356.625555555554
PROCUREMENT COORDINATOR,21930.0
PROCUREMENT MANAGER,84887.035
PROCUREMENT OFFICER I,19997.405
PROCUREMENT OFFICER II,23870.75
PROCUREMENT SPECIALIST,47608.28605263158
PROCUREMENT SUPERVISOR,59482.52212121212
PROFESSIONAL ENGINEER,62621.834193548384
PROFESSIONAL RELATIONS OFFICER,65661.0
PROFESSIONAL SERVICES COORD,81416.09
PROGRAM ADMINISTRATOR,67450.2375
PROGRAM ANALYST,35904.0
PROGRAM ASSISTANT,24570.015478260866
PROGRAM ASSOCIATE,36740.51
PROGRAM CONSULTANT,66549.125
PROGRAM COORDINATOR,57988.43708053691
PROGRAM MANAGER,72235.36174698795
PROGRAM SPECIALIST,41520.285168539325
PROGRAM SPECIALIST II,31578.0
PROGRAM SUPERVISOR,38832.20916666667
PROGRAM SUPPORT SPECIALIST,29506.305945945947
PROGRAM TECHNICIAN,53659.88333333333
PROGRAMMER,40474.64090909091
PROGRAMMER III,72340.54
PROGRAMMER SUPV,66081.11333333333
PROGRAMMER SUPV II,43188.94333333333
PROGRAMMER/ANALYST MGR,81931.275
PROJECT CONSULTANT,27004.942499999997
PROJECT COORDINATOR,8424.0
PROJECT COORDINATOR II,42861.4
PROJECT DEVELOPMENT SPECIALIST,5169.27
PROJECT DIRECTOR,104257.80625000001
PROJECT ENGINEER,97753.41666666667
PROJECT MANAGER,64334.484
PROJECT MANAGER DIRECTOR,90910.52
PROJECT REVIEWER,5275.81
PROJECT SPECIALIST,14740.18949579832
PROJECTS PRIN MGMT ANALYST I,23069.37
PROJECTS PRIN MGMT ANALYST II,39421.35333333333
PROPERTY INVENTORY CONTROLLER,28400.004999999997
PROTECTION BRANCH CHIEF,78086.0
PROTECTION DISTRICT SUPV,71463.96923076923
PROTECTION FIELD CHIEF,67398.5
PROTECTION PROGRAMS SPECIALIST,20488.75
PROTECTION PROGRAMS SUPV,94032.5
PROTECTION REGIONAL SUPV,74969.271
PSYCHIATRIST,232218.66948717946
PSYCHOLOGICAL RESIDENT,33877.01733333334
PSYCHOLOGIST,43729.02794117647
PUBL PRINCIPAL MGMT ANALYST I,62708.43
PUBLIC HEALTH ENV OFFICER,59117.2825
PUBLIC HEALTH ENV SPECIALIST,63303.02875
PUBLIC HEALTH ENV SUPERVISOR,70355.747
PUBLIC HEALTH PROGRAM ASSOC,37907.81619565217
PUBLIC HEALTH PROGRAM MANAGER,76466.0340625
PUBLIC HEALTH PROGRAM SPEC,44124.55156626506
PUBLIC HEALTH PROGRAM SPV,58365.33958333333
PUBLIC INFORMATION  COOR,64973.619999999995
PUBLIC INFORMATION SPE III,34357.405
PUBLIC INFORMATION SPEC I,56477.0
PUBLIC INFORMATION SPEC II,22122.36
PUBLIC INFORMATION SPEC III,77933.71
PUBLIC INFORMATION SPEC-NON TB,15837.98
PUBLIC INFORMATION SPECIALIST,56939.905
PUBLIC INVOLVEMENT COORD,38507.31
PUBLIC RELATIONS COORDINATOR,52669.846279069774
PUBLIC RELATIONS DIRECTOR,66000.98333333334
PUBLIC RELATIONS SPECIALIST,37037.436129032256
PUBLIC USE DATA COORDINATOR,63897.5
PUBLICATION SPEC I,45960.45
PUBLICATION SPECIALIST II,49080.54
PUBLICATIONS MANAGER,78143.5
PUBLICATIONS MGMT ANALYST II,53734.195
PUBLICATIONS SPECIALIST II,46456.5
PUBLICATIONS UNIT SUPERVISOR I,72498.61
PUMP REPAIR SPECIALIST,46263.0
PUMP REPAIR SUPERVISOR,63326.5
PURCHASING SERVICE ANALYST,56205.0
PURCHASING SUPERVISOR,67507.0
QUALITY ASSURANCE SPEC.,61283.33944444445
QUALITY CONTROL CLERK II,28671.21
QUALITY CONTROL COORDINATOR,77645.1357142857
QUALITY CONTROL MANAGER,92376.17
QUALITY CONTROL SPECIALIST,61158.2652631579
QUALITY CONTROL TECHNICIAN,37815.6
QUALITY IMPROVEMENT MANAGER,65148.41111111111
QUALITY IMPROVEMENT SPECIALIST,47824.02208333334
RAIL SAFETY SPECIALIST,23851.735
RAILROAD OPERATIONS MANAGER,81559.87
RAILROAD PROJECTS MANAGER,64135.65
RAILROAD SAFETY INSPECTOR,19972.04
READER ADVISOR,25714.684285714287
READING CLERK,11002.235
REAL ESTATE/OFFICE SPACE COORD,58685.838
REALTY SPECIALIST,78650.0
REALTY TECHNICIAN,56943.0
RECEPTIONIST,43963.192500000005
RECEPTIONIST II,44467.5
RECEPTIONIST- PART TIME,17073.32
RECORDS ANALYST,33755.598
RECORDS CENTER MANAGER,49435.0
RECORDS MANAGEMENT DIRECTOR,64607.0
RECREATION/MUSIC THERAPIST,34011.36172413793
RECREATION/MUSIC THERAPIST SPV,51822.9636
RECREATIONAL USE MANAGER,91554.5
REFERENCE SERVICES MANAGER,24350.0
REGIONAL ADMINISTRATOR,84671.09
REGIONAL BUSINESS MANAGER,60741.875
REGIONAL COUNSEL,110566.058
REGIONAL FIELD TECHNICIAN,57846.85
REGIONAL INFRASTRUCT MAINT SUP,82869.9375
REGIONAL MANAGER,82960.668125
REGIONAL RECREATIONAL USE SPEC,50117.333333333336
REGIONAL RESOURCE MGMT SUPV,61600.795
REGIONAL RESOURCE PLANNER,59962.72
REGIONAL SUPERVISOR,87093.8
REGISTERED NURSE,54294.80881037567
REGISTERED NURSE SPEC/SPV,81829.89
"REGISTERED NURSE, BSN",50476.2090909091
REGULATORY AUDITOR,35509.25097457627
REGULATORY AUDITOR SUPERVISOR,60647.08904109589
REGULATORY COMPLIANCE MANAGER,80262.02961538461
REGULATORY INSPECTOR,39922.22090909091
REGULATORY INSPECTOR SPV,44425.14
REGULATORY LAW JUDGE,93863.24333333333
REHABILITATION ASSOCIATE,24664.512448979593
REHABILITATION COORDINATOR,59144.17083333334
REHABILITATION SPECIALIST,37950.8084375
REHABILITATION WORKER,12014.766666666668
RELEVANCY BRANCH CHIEF,121191.0
REPORT ANALYST,52882.45
REPORTING SPECIALIST,36173.81333333333
REPORTING SPECIALIST II,47979.55
RESEARCH ANALYST,33749.70166666667
RESEARCH ANALYST I,33943.142857142855
RESEARCH ANALYST II,25803.0
RESEARCH ATTORNEY,73448.6
RESEARCH DATA ANALYSIS SPV/MGR,67304.514375
RESEARCH DIRECTOR,114383.57
RESEARCH MANAGEMENT ANALYST I,38622.924999999996
RESEARCH MANAGEMENT ANALYST II,59309.506666666675
RESEARCH PRIN MGMT ANALYST I,59034.59
RESEARCH PRIN MGMT ANALYST II,66596.0
RESEARCH PROGRAM MANAGER,90884.85
RESEARCH SPECIALIST II,42464.63
RESEARCH STAFF ATTORNEY,91159.89749999999
RESEARCH STAFF SECRETARY,51639.979999999996
RESEARCH SUPERVISOR II,82050.18
RESEARCH WORKER,21465.015
RESEARCH/DATA ANALYST,45306.56251700681
RESEARCH/DATA ASSISTANT,31152.309411764705
RESIDENT ENGINEER,95498.54685714285
RESIDENT PHYSICIAN,49456.60600000001
RESIDENTIAL ADVISOR I,21512.551571428572
RESIDENTIAL ADVISOR II,31350.915999999997
RESIDENTIAL ADVISOR III,48019.88
RESIDENTIAL LIFE ADMINISTRATOR,80625.85
RESOLUTION WRITER,45740.16
RESOURCE MANAGEMENT CREW LEADR,29480.695714285717
RESOURCE MANAGEMENT TECHNICIAN,18781.28726384365
RESOURCE MGMT TRAINING COORD,72438.0
RESOURCE PLANNING COORDINATOR,56306.5
RESOURCE SCIENCE AIDE,9308.247837837838
RESOURCE SCIENCE CENTER CHIEF,98775.0
RESOURCE SCIENCE SUPV,12954.0
RESOURCES ANALYST,52803.0
REVENUE MANAGER,59274.0
REVIEW ANALYST,16712.64
REVIEW EXAMINER,124296.14749999999
RIGHT OF WAY INTERN,6543.85
RIGHT OF WAY LIAISON,102128.23
RIGHT OF WAY MANAGER,102163.94428571429
RIGHT OF WAY SPECIALIST,24263.497499999998
RIGHT OF WAY TECHNICIAN,3304.82
RISK MANAGEMENT SPECIALIST,8751.92
RISK/CLAIMS MANAGER,32105.274999999998
RISK/CLAIMS SPEC SUPERVISOR,80254.39499999999
RISK/CLAIMS SPECIALIST,55806.83
RISK/CLAIMS TECHNICIAN,40572.2
ROADSIDE DESIGN SPECIALIST,34511.3
ROADSIDE MANAGEMENT INTERN,6381.745
ROADSIDE MANAGER,48120.0675
RRM BUSINESS SECTION CHIEF,100785.5
SAFETY & EMERGENCY MGMT DIR,133920.42
SAFETY & EMERGENCY MGMT INTERN,4535.5
SAFETY AND CLAIMS MANAGER,81416.15
SAFETY COORDINATOR,74565.0
SAFETY INSPECTOR,34241.207714285716
SAFETY SPECIALIST,22034.57
SCALE MAINT WORKER,18528.83
SCALE MAINTENANCE TECH,9752.0
SCALE MAINTENANCE TECH APPRENT,7907.0
SCALE MAINTENANCE TECH CHIEF,33265.28
SCHOOL ACCOUNTING SPECIALIST,35662.0
