Polarity,Text
Negative,الكل يقول حلو و روعة و نحنا هون مريضين نفسيا ماحد يساعد حد كيف نستعمله 😢😞
Positive,هو كويس جدا و باسته من بعيد ونصيحة للي همه مشعرفين يشغلون ادخلو على اليوتيوب وكاتبة في البحث كيفية استخدام برنامج team viewer
Positive,جامد فشخ بقيت اتحكم بالكمبيوتر علي طول بس النت عندة وحش او البنج عالي ميحملوش
Positive,بصيطه بس حط كلمة مرور وكلمة سر وتحكم شي رائع
Positive,ملاحظه اللي يقول مايعرف يستخدمه ي اخوه لازم تثبت نفس التطبيق في الكمبيوتر وتضبط الحساب في التطبيق اللي ف الكمبيوتر وبعدين تسوي الحساب ف التطبيق اللي في الجوال ان شاء تفهموا
Negative,ياجماعة يعني ايهID اللي بيطلبه ده وانا بسجل ياريت لو حد يقول لنا خطوات تشغيله جزاكم الله خيرا مقدما
Positive,برنامج رائع و خالي من أي مشاكل و ما يحتاج لشهادة أحد لأنه معروف عند الجميع رائع
Positive,حلو بنسبه للي مايعرف يستعمله انا برويه. اولن. نزله عندك. بلحسوب وسويله مرابطه يئسم مستخدم وكلمه سر. وبعدين اتصل به. بنفس المستخدم وكلمت السر. وخلصنا.
Positive,Kurdstan.Irak رائع جدا يستحق 5نجوم
Negative,انصحكم اﻻ تنزلزه زباله زباله
Positive,جميل لازم تحمله فالكمبيوتر
Positive,ممتاز لا تعليق
Positive,برنامج رائع يستاهل سبع نجوم
Positive,جدا ممتاز للتحكم في الكمبيوتر خارج البيت
Positive,ممتاز بس بيبقي عربي ازاي
Positive,ممتاز ممتاز يستحق التنزيل 5 نجوم وينصح الشركة بتطويرة .البرنامج يساعد الاخرين الذين يعانون من مشاكل في الحواسيب والتلفونات ويحتاجون مساعدة او صيانة من صديق عن بعد عن طريقهُ
Positive,ممتاز الاخ mazn حمل البرنامج بالكمبيوتر وحمله بجوالك واعمل اتصال بتسجيل رقم الهوية الموجود بالبرنامج ويقبل بعدها يطلب الرقم السري بيكون موجود بعد ما تدخل الهوية اي رقم الهوية
Positive,انتبهو علمونا كيف نستخدم البرنامج يا جماعه كل واحد بيقول ممتاز ممتاز واحنا قاعدين زي الطرش في الزفه علمونا كيف نستخدمه
Negative,مابحبش اقيم كتير بس البرنامج ده خلاني لاول مرة اكتب لحد صنع برنامج ( شكرا )
Positive,اقسم بالله برنامج رائع جدآ انصح بتحميله انا مجربه بنفسي
Positive,Mostafa mohamed أروع و أقوى برنامج للتحكم عن بعد وهو برنامج غني عن التعريف بالإضافة الي مميزات كثير مفيدة
Positive,ممتاز وانا بس تعمل هذا البرنامج منذ 5 سنوات راءع
Positive,برنامج حلو ومفيد جدا هوة برنامج ضروري للتحكم بالكمبيوتر عن بعد
Positive,تطبيق جميل للتحكم بهواتف اندرويد
Positive,برنامج ممتاز جدان اعطي 5نجوم ارجو ططوير البرنامج
Positive,برامج حلو شكرا لمن ساهم فى صناعته
Positive,مصر جميل طيب ممكن الكمبيوتر هتخل عندي
Positive,جيد لاكن البرنامج لا يشتغل الا علي wi fi ارجو الحل في مصر بس الكلام دا لا يفتح علي موبنيل والا اتصلات والا فودافون بالله عليكم الحل دا حسابي skype saad55261
Positive,القاهرة ،، الجيزة جميله جدا من زمان وهوه من افضل البرامج عندي بس فيه مشكله لازم واي فاي وانا مشكلتي طول يوم برة في الشغل اتمني حل المشكله في اسرع وقت ممكن ،،، وشكرا ليكم جميعا ،،
Positive,حلو بس مشكلته لما تصورين فيديو يصور وجهك وينزله على كوكل وتصير فضيحه
Negative,لا يوجد اسماء عند جهات الاتصال ولا تظهر كتابة للرسائل شو المشكله لو تكرمتو ...التطبيق غير صحيح لديه مشكله
Negative,هناك مشاكل الدردشه مش بتظهر ولا المشاركين حتى كمان البرنامج أصبح فاشل ارجو حل المشكله
Negative,اﻻردن الدردشة مش ظاهره وﻻ كلمه وﻻ الصور حرام عليكم ارحمو اهلنا شويه من التحديثات
Negative,بجد البرنامج بقى فاشل كل شوية يعمل يعمل هروح وادخل الاميل تانى يقولى غير صحيح بجد بقى مقرف
Negative,افشل وأتفه برنامج على الاطلاق بدو حرق هو وشركتو
Negative,تحديث فاشل اخر تحديث سيء جدا ، لماذا لا يظهر الكلام بالدردشة والاسماء غير ظاهرة vrey bad
Negative,هناك مشكل لايمكنني روية محتوى دردشة عند دخول لااستطيع روئية
Negative,اناكنت نزلت البرمانج قبل سابق وحزفته وبعدين حملت تانى ومش راضى يحمل معى كل محمل البريد الاكترونى يقلى غيرصحيح ارجوالمساعده
Negative,الاردن سيء للغاية الدردشة ما بتظهر شو المشكلة
Positive,ممتاز ممتاذ ممتاز جدا شكرا للمطورين
Positive,حسون برنامج رب الروعه خرافي احسن برنامج للمراسله ولله بس الي يكول عليه فاشل هذا ميعرف يستخدم البرنامج تحياتي
Negative,خربتوة بتحديثكم الجديد صح حلو انو صار عربي لكن الدردشة ما بتضهر واﻷسماء اتمنى تشوفو لها حل
Negative,ممتاز ﻻكن هناك مشكله اسماء المشتركين ﻻ تظهروﻻ الدردشات ارجو حل المشكله
Positive,شكراً ع ادخال الغة العربية افضل برنامج
Negative,مصر لا يوجد اسماء عند جهات الاتصال
Positive,مصر روعه جدا
Positive,جامد جدا. جدا
Negative,الصوت بيفصل كتير البرنامج بيفصل لوحدة
Positive,يستاهل لانه دعم اللغة العربية لكن ياريت يثبت البرنامج على رقم المستخدم وليس على حساب
Negative,محتوي الدردشة لا يظهر
Negative,اوووف ليش مابشتغل علا سامسونج نوت 4
Positive,الكويت العاصمة برنامج رائع جدا وذات خصوصية
Negative,المانيا كولونيا معقد ولا يقوم بتنزيل المشاركين تلقائيا. نرجوا تبسيط التطبيق وجعله سلس وسهل وبسيط اسوة بالتطبيقات المشابهه مثل ايمو وتانغو ولاين و واتس اب وغيرها
Positive,برنامج روعه خصوصا للاتصال علي اوروبا وامريكا ولكن لا فايده من الاتصال ع الدول العربيه لان كلفه الدقيقه مقاربه لاسعار دقايق الجوال محليا ،،،بمبلغ بسيط تقدر تحصل علي اتصلل مفتوح ع دول امريكا واوروبا جوال وثابت
Negative,ألغاء ألغاء وشطب بالثلاثة😣😣😣😬 ولاعمري نزلتة ويوم فكرت أنزلة عقدني وجننني. تمت الإزالة بنجاح...
Negative,لا اري اي رسائل تيجي الصفحة فاضية ولا اري الرسائل القديمه حتي ولا الاسماء
Positive,الرسائل. والمحادثه مش بتظهر بعد التحديث للغه العربيه ياريت تحلو المشكله
Negative,شو هالسكيب كل ما اكتب رمز سري بقلي يجيب اين يتكوين من رقم او حرف واحد ليش هيدي لمشكل او بحط رقمي ما بيمشي لحال
Negative,عندي مشكل ارجوا الحل الكتابةلاتظهر بما فيها اسامي المتصلين ورسائل الصادرة والواردة
Negative,تحديث زفت وطريقه انشاء الحساب زفتين الرجاء حل المشاكل دي
Positive,لنا معة تاريخ و ذكريات برنامج رائع و جميل جدا كنا نستخدمه زمان لا أدرى الآن هل تطور أم بقاء كما هو
Negative,ﻻ تظهر الرسائل وﻻ اﻻصدقاء جﻻكسى مينى
Negative,بعد التحديث للعربية مافيش محادثة بتظهر ولا اى كلام بيظهر ممكن الافادة
Negative,ماتطلع الدردشه ولا يمديني ارسل ارجو حل المشكله باسرع وقت لما تحلو المشكله بعدين اعطيكم خمس نجوم
Negative,جيد بس الصدر الجديد مو شقا عندي يطلع غير مرئ
Negative,يقول ان البرنامج ليس مثبت ما ادري وين المشكله
Positive,العراق بغداد أروع واجمل برنامج لكن الصورة غير واضحه سابقآ كانت أوضح ارجو التعديلات
Negative,الدردشة لاتظهر يرجى والاسماء ايضا لا تظهر يرجى حل المشكلة لتقييم التطبيق شاكرين تعونكم
Positive,حلوو جدا نرجو المحافظه على الغه العربيه
Positive,بغداد جيد جدا فيه بعض المشاكل البسيطه ارجو حلها
Negative,زي الزفت زبااله بعد التحديث
Negative, زفت مش بيتثبت اساسا ..مع جميع المحاولات. 
Negative,ليش لو تريد تشتري رصيد تدخل المتصفح بطيئ
Negative,فيه مشكله في البرنامج مفيش رسائل بتظهر
Positive,برنامج روعه وكفاءة عاليه جدا جدا نشكر كل العاملين والقائمين على البرنامج وإلى الأمام ومزيد من التقدم
Negative,يخفي جميع الرسائل القصيرة لا تظهر عندي الرسائل المستلمة والمرسلة
Negative,زفت لماذا لاتتم عملية إنشاء الحساب لماذا؟؟؟؟
Positive,كيف استعمله شراء رصيد ام على واي فاي ارجو الاجابه
Positive,مصر ممتاز جدا
Positive,برنامج ممتاز انا دايما شغال عليه هوا البرنامج المفضل ليا
Negative,الكتابه ماعم شوفها لما براسل حده شو سبب
Positive,السعوديه مش كويس لانه يريد بطاقه او دولارات
Positive,زفتيشن مابيشتغل على شبكات واليريس
Positive,يدعم اللغة العربية مشكورين على إضافة اللغة العربية
Positive,روعه الصراحه راحه البرنامج روووعه ويستاهل اكثر من خمسه نجمات وشكرا
Negative,لا يمكنى روية الأصدقاء الا فاتحين ودايما يقولى غير مرئي
Positive,أجمل برنامج لا تهكير ولا أي إزعاج لكم كل التحية
Negative,الزرقاء المكالمة تفصل لحالها
Negative,برنامج بقى زبالة
Positive,تطبيق جيد جدا
Positive,رائع مثل هذا البرنامج الناجح يستحق كل الاعجاب فهو هادف ويساهم في تطوير كل المجالات
Positive,تطبيق رائع جداً 👍👍👍
Positive,مدرسة معرفية متكاملة تطبيق مفيد ومستواه راق يوفر مادة معرفية قلما تجد لها شبيها في موقع آخر. أتمنى أن نحرص جميعا على متابعته باستمرار
Positive,أفضل برنامج ملهم معرب انصح فيه بقوة
Positive,رائع مفيييييد جدا
Positive,ممتاز تعليمي و تحفيزي شكرا
Positive,Nice برنامج يستحق الشهرة بين الطبقة المثقفة
Positive,هالتطبيق نعمة ، اغتنموها .. قصص ، وتجارب ، وغير كذا والأهم تكتسب لغة انجليزية قوية ، كل الشكر للقائمين على هذا الموقع والتطبيق بالذات.
Positive,فديوهات تطور من نفسك و تعطيك الثقه في نفسك و تجارب جميله جدا
Positive,شكراً للمترجمين! برنامج غني عن التعريف. محاضرات قصيرة عن اي شي جديد او مفيد.
Positive,متل هي البرامج اللي لازم تحتل جوجل في منتهى الروعة شكرا لجهودكم
Negative,مش كل المحادثات مترجمه للاسف الإصدار السابق احسن بكتير
Positive, اعشق مثل هذه البرامج ..شكرا للقيمين عليه ♥
Positive,شكرا لكل من جعله متاحا بالعربية
Positive,معنى النجاح رائع جدا
Positive,جميل ومحفز وملهم
Negative,هناك بعض الأخطاء و التي تخالف عقيدتنا الإسلامية ، لابد من الحذر و عدم أخذ كل شيء ، بل عرضه على الشرع .
Negative,تحتاج بعض الفيديوهات الى الترجمة لذا نتمنى الاهتمام بهذا الجانب
Negative,لماذا لا يوجد نسخه عربية بحكم أن هناك عرب نجحوا و عرضوا نجاحاتهم بالنسبه العربية للبرنامج فلماذا لا يكون هناك تطبيق عربي مواكب للبرنامج العربي
Negative,غالبية المحاضرات عن الاسلام فيها تشويه لصورته الحقيقية و دكاترة و فلاسفة للاسف مسلمين .. ويشوهون دينهم ..لا اعلم ان كانوا مسلمين حق ام هم اجندة تدعي انها مسلمة يستخدمون خبراتهم و كفاءاتهم لغسيل ادمغة المسلمين و غير المسلمين .. اكتبوا كلمة islam و شوفوا المحاضرات باللغة العربية
Negative,برنامج غاية في الجمال لكن هذه النسخة الحالية توجد فيها بعض المشاكل منها 1- عدم امكانية كتابة اسم اطول 2-عدم ظهور المنشور كامل في اللحظات 3-التوقف والخروج الغير اعتيادي عند الظغط على ايقونة البرنامج . مع الشكر والتقدير 🌹
Negative,م مش حلو زفت البرنامج القديم حلو هذا مش حلو بعد التحدي
Negative,😒😒 ياناس الخلل حطم البرنامج انا انس ابعصر جنت متواصل بي وبصوره عتياديه هسه اجيت حتى اتواصل وي جماعتي لكيته ميفتح اروجي من العاملين علا البرنامج تصحيح هاذه الخلل
Positive, من افضل البرامج العربيه الموجوده يجمع كِْـ☆ـِْلِْ الدول العربيه كِْـ☆ـِْلِْ الشكر ولتقدير لمن تعب عليه تحياتي لكم 
Negative,فيه خلل كل يومين لازم احذفه واحمله من جديد وتنمسح جميع الرسايل لا زم تنحل المشكله اكره ذالك نجمه واحده
Negative,النجما علة الطلاق بسم الله مشاء الله برنامج حرام في النجمة علية الطلاق لو اعرف مكنت نزلتو هههههههههههههه ليا ليا بوز التليفون حرام
Negative, برنامج جميل ورائع وقوي ولكنه للاسف يعلق كل اسبوع تقريبا ولازم امسحه وارجع انزله وتروح الرسايل علي ولا اعرف من كلمني طيله المده العطلان فيها للاسف لولا هذه المشكله لا اخذ عشره علئ خمسه ولكن معاها للاسف الشديد راح ياخد فقط نجمتين ارجو ان تصلحو المشكل الي مع الاسف له سنتين او تلات سنوات انا شخصيا اعاني منه من اول ماعرفت البرنامج الحلو القبيح و المتميز البذيئ و القوي الضعيف هكذا اراه متناااقد جداااا وشكرا
Negative,الاتصال عندما اقوم بالاتصال والرد على المكالمه الصوتيه او الفيديو يضل الهاتف في حالة الاتصال حتي لو اجابت على المكالمة بختصار المكالمات لاتعمل ع طول نرجوا منكم الحل في اسرع وقت ممكن حتى لانتطر ان نبحث عن البديل اخر وشكراً على جهودكم المبذول
Negative,مره صار زفت كل ما ابي ادخل علي البرنامج لزم امسحه وارجع احمله من جديد ليه كذا مره طفشت اليوم حملتها تقريبا خمس مرات ياهو شوفو لنا حل والمشكله لزم احذفه ولما ارجع كل محادٽاتي ورسايلي انحذفت مايصير
Negative,كل تحديث لازم تصير مشكله جديده ..حاليا لا الاسم يتغير و لا الحاله(ما الجديد).. اني الاعرفه بالتحديث يحل مشاكل مو يخلق مشاكل جديده..
Negative,ماله خرب ، كان ماله شي ،ذلحين تدخل اول ماتحمله تمام ،ولاخرجت ماعاد يرضى يدخل ابد
Negative,كويس بس الصوت يوصل متاخر ب2ثواني يجب اصلاح الأخطاء
Negative,بعد التحديث خرب صار الواحد ايه اسم بيخطبو بيطلعلو تم ادخال احرف غير صحيحه ليش
Negative,بصراحة التطبيق سيء لانه بطيء وايضا يغلق فجاه .. ومميزاته انه لايظهر خاصية الاتصال فهو افضل من برامج التواصل الاخرى .. خاصية عدم الاتصال خاصية ممتازه جدا لان فيها نوع من الخصوصية
Negative,زززفففففت كانوحلو الان زفت كل شويه حذف وتنزيل ما يستحق ولا نجمه
Negative,اصبح البرنامج ممل للغاية يحتاج البرنامج الى تحديث جذري يشمل كل شيء
Negative,زفت بيقفل لوحده وارجع انزله تاني يقفل برضه
Negative,عطل فني لايصلني رمز التفعيل تصل رساله من واي شات لاكن الرساله فارغة لايوجد بها شيء
Positive,ممتاز برنامج حلوبس فيه ميثزة الرج مايطلع الاشخص واحدكان قبل سنه يطلع 20شخص في ميزةالهز
Positive,😔بية هموم تكسر خاطر الشيطان 😔 والله ارقة واحسن برنامج بالاتصال و بالتواصل الإجتماعي واشكر مصمم البرنامج وعاشت ايدة الي صمم البرنامج واشكر الأصدقاء الي يتواصلون وياية واشكر الي يستخدم البرنامج الي يستخدمة بشكل صحيح لان اكو البعض من الشباب مع احتراماتي للجميع اكو يستخدموا بشكل غير صحيح وتحياتي وتقديري والشكر الجزيل للجميع وتحياتي للجميع 🌺 🌺 🌺 🌺
Positive,البرنامج جميل جدا ولا استخدم غيرة من برامج التواصل لانة مميز عن كل البرامج لكن الان عندي مشكلة متكررة وهي ميزة الرج تتوقف كثيرا ارجو حل المشكلة من الفريق القائم علي البرنامج
Positive,برنامج حلو بس فيه أشخاص انذال يستخدموه.لنذاله أجمل برنامج لاني عرفت الحب الحقيقة فية بس ياليت كون المستخدمين يستخدموه.بحترام وبلاها.السفاله
Positive,هو جميل جداا بس لو حد بعتلى رساله ما توصل الا لما افتح البرنامج الاول وانا قافل البرنامج واحد اصدقائى بعتلى رساله لمجرد افتح بيانات الهاتف الرساله توصل الان لازم افتح البرنامج علشان اعرف فى رسائل ولا لاء
Positive,روعه من خلاله تعرفت على وحده وتزوجتهااا شكراا على هاذا البرنامج
Positive,اعشقك بجنون برنامج رائع…. طبعاً اني كلش احب هذا البرنامج…
Positive,برنامج جميل ورائع لاكن ينقصة معرفة الأصدقاء هل هم متواصلين على البرنامج و عدم معرفة هل استلم الصديق الرسالة أو لا ارجو حل تلك المشكلتين وشكرا
Positive,احُلُيَ بّرَنَامٌجْ كِلُشِيَ فَيَُه رَايَْع جْدِا مَشَـــڪُوُرْ يَنَ
Positive,برنامج حلو بس في شوية مشاكل
Positive,سوريه برنامج يستحق الف نجمه
Positive,احلا. برنامج كل شيء فيه حلو استخدمه من اربعه سنين جيد جيد ويستاهل مليون نجمه
Positive,ممتاز ورائع لكن ياريت يكون في ميزة معرفة هل الرسالة مقروءة أم ل
Positive,افضل البرامج رووووووعة ومن افضل البرامج
Negative,صار غير جيد يتأخر بإرسال الرسائل.. مع العلم أن النت قوى.. نرجوا حل هذى المشكلة
Negative,احقر تطبيق شوية حرامية يرسل دعوة لكل المضافين عندك وعلى حسابك الشخصي مع انني طلبت منه عدم ارسال دعوات لأحد بس طبعا اشتغل على كيفه الخلاصة شوية حرامية
Negative,هو ليه بيخصم الرصيد اللى عندى كله فى اقل من خمس دقائق ده نصب مفيش تفسير غير كده
Negative,مشكلة كبيرة مش بعرف ان حد اتصل علية ولا بعتلى رسالة إلا وانا فاتحة التطبيق لية أرجو حل المشكلة سريعا
Negative,ليه ما بيشتغل مع سماعات البلوتوث ومافى تبديل من الاتصال الصوتى للفيديو والمكالمه شغاله
Negative,فاشل ديربالكم مرات يصور فيديو ويرسل هذا الفيديو لجهات الاتصال الموجودة بموبايلاتكم دون علمكم
Negative,زباله زباله زباله ما كويس كل مره بقيف عندي ما استاهل ربع نجمه
Negative,لا يستجيب في كثير من الاتصال على الأصدقاء ويغلق الخط وماعرفت ماهو السبب يجب انتجدوا حلا
Negative,لا تظهر لي الملصقات قبل أن أقوم بعمل فرمتة للجهاز، كانت الملصقات تظهر لي، الان لا استطيع أن أراها
Negative,اصبح برنامج لاقيمت له برنامج زبالة لابارك الله في داه برنامج ولافي القائمين عليه لويتم الغائة يكون. احسن
Negative,السودان تمااام ولكن لما يرى الشخص الذي اراسله رسالتي وانا اكتبها اعني قبل الارسال. هذا خطأ ولابد ان يتم تصحيحه
Negative,khalowody_79 الو سلام عليكم ورحمة الله وبركاته ضيفوني يا حبائبي على البرنامج ايمو الله يسعدكم جميعا حسابي { khalowody al khalidi }
Positive,برنامج يطير العقل خمس نجوم يستاهل imo الف شكر وتقدير لكم
Positive,روعههه.مكالمات.مجانيه. فيديو+ و صوت.روعههروعهههههه روعهههههه روعهههههه روعهههههه
Positive,هاد برنامج رائع جدا بس في مشكلة هي أنه مافيه رسائل صوتية ممكن تضيفو رسائل صوتية
Positive,جميل جدا وصوت واضح. فيه مشكله ماقدر احظر جه الاتصال افيدوني كيف احظر
Positive,مزعج تنبيهات مزعجة مين يدخل البرنامج ياريت لو اتحكم ماريد تنبيه
Positive,ممممممتازززززززززززز ياريت يكون فيه تحويل الصوت لفيديو من غير ما أفصل المكالمه
Positive,والله جميل جدا هذه البرنامج شكر وتقدير لكم جميع
Positive,حلو روعه كثير حلو هذا البرنامج 100/100
Positive,ايمان مني برنامج في غايه الروعه
Positive,العراق جيد جدا روعه بداعه
Positive,انا ( باران الهموندى ) من مدينة هةولير عاصمة اقليم كوردستان في العراق جيد ولاباس فيه ولكم جزيل الشكر والاحترام
Positive,ممتاز ممتاز ممتاز رهيب والله رهيب
Positive,وبحب الناس الراقيه البتضحك علاطول اما ولاالمتضايقه انالاءمليش فى دول ممتاز
Positive,اشكركم على هذا البرنامج المميز واعلم انكم قادرين على الوصوله به الي التميز اكتر واكتر ونشكر مجهودكم
Positive,سوريا حره بأذن الله لم التحديثات كثيره ولا اي شيء جديد
Positive,لبنان جميل جداً مايحتاج نت قوي وصوره صافيه احب هذا البرنامج شكراً
Positive,ممتاز جذا برنامج رايع وتواصل افضل اتمناء الكل يحمله لانه برنامج جميل للغايه ★
Positive,الشوق للبلد بعد التحديث يستاهل ☆☆☆☆☆ نجوم واحلي شي حذفو مربع الفيديو كان يشتغل تماتيك
Positive,جيد يحتاج الي مزيد من الخصوصية من يمكنه رؤيه صوره البروفايل واخر ظهور
Positive,السودان الخرطوم البرنامج جميل
Positive,اعجبني ولكن برنامج رۈۋ‏عـِھّ بالاتصال فقط افضل برنامج اتصال ولايحتاج نت قوي لكن الرسايل مش سريعه زي الاتصال والفيسات تفتح بعد وقت تتاخر وكمان يطلع ارقام غريبه فيه ومش مسجلين معاك بهاتفك وكمان فيه نقص بالاعدادات الخصوصية مش مكتمله مثلا منع اي اتصال باستثناء جهات الاتصال الي عندي وهيك.
Positive,مصر الحبيبه ممتاز ومن أفضل سوائل الإتصال على لإطلاق بدون جدوى نشكركم على هذه التقنيه المميزة من نوعها ونتمنى لكم مزيد من التقدم والنجاح
Positive,يستاهل مليون نجمة برنامج ممتاز كتير كتير و خصيصا انو ما بياخود انترنت قوي ... يعني انترنت ضعيف شغال متل الفل
Positive,بغدادية و افتخر البرنامج حلو امنزلين البرنامج (imo ) اباجهزت خواتي بس ليش ما جاي ينفتح ابجهازي. رجاءن حل المشكلة شكرأ
Positive,مصر جميل وراع جدا حتا لو الشبكه ضعيفه هوه شغل 100%100جميل ويستحق 10 نجوم مو خمسه بس
Positive,جميل ولكن في مشكله بسيطه هوة برنامج جميل لمن ارسال الفيديو متطلع اغنيه بي ويتاخر بتشغيل
Positive,جيد جدا بس الاتصال والاستقبال بطيء جدا يمكن من الشبكة نفسها ارجوا المعالجة لهذة المشكلة 😊
Positive,العراق :-) بغداد برنامج جيد جدا ولا يحتاج نت قووي تحياتي ### اللهم ارحم شهداء الكراده# ابن الانبار
Positive,السودان @ المناقل اللهم ببركة هذا العيد يجعله في ميزان حسناتك ويبعد بينكم والنار كما بااااااعد بين السماء و الأرض ويجمعنا وإياكم في جنات الخلد
Positive,ممتاز ممتاز خاصه للي عندهم اهل برا للتواصل مع الاهل ممتاز افضل من الوت ساب والفايبر بالاتصال
Positive,السلام عليكم ورحمة الله وبركاته الأحساء الهفوف الصالحيهممتاز جيد جدا مرتبة شرف. 👍 👍 👍
Positive,كويس اوي ها الله أكبر حلم البرنامج ونت حاط في بطنك بطيخ وحتنبسط اويها
Positive,من أروع البرامج للتواصل شكرا عله القيمين علا البرنامج لمزيد من التوفيق انشالله من أروع البرامج للتواصل أنصح بتحميله
Positive,السلام عليكم الحين البرنامج صار يعلق عندي واحذية ونفس المشكلة
Positive,افندينا والله البرنامج حلو فوق الروعة الله يزدكم
Positive,العنوان الوطن العربي الوصف جيد جدا جدا ممتاز روعة
Positive,يويو توتو هذا البرنامج روعه روووووووووووووووعه روووووووووووووووووووووووعه جدا
Positive,برنامج ممتاز خصوصا لو معاك بنت بتكلمها
Positive,ممتاز جدا يستاهل خمس نجوم بجداره افضل مافيه صغر حجمه ودقته
Positive,واوووووو روعة اني اختكم وانصحكم اتحملونة
Positive,السودان برنامج جميل جدا وبرنامج سهل التواصل مع الاحباب
Positive,في الاتصال ﻻ يوج تقطيع في الصوت اوفي الفديو كما نعرف بالفعل روعة روعة
Positive,برنامج جميل خمس نجوم قليله أنصح بتحميله لأنه رووووووووعه
Positive,جميل جداااااا والمراسلة علية ممتعة وسريعة الارسال فهو جميل جداااااا
Positive,البرنامج جميل ارجو منكم حل رسائل الرسومات
Positive,اكثر من رائع ولكن ينقصه بعض الاشياء
Positive,اليمن جدا سريع ووضح مشكورين
Positive,رائع يمكنك مشاهدة من تشتاق اليه من خلال هادا البرنامج حتى لو كان بعيد عنك جدا
Positive,لبنان برنامج ممتاز شكرا الكن
Positive,ممتاز افضل برنامج جربته من ناحية المكالمات الصوتية
Positive,الاردن روووعه روووعه انصح بتحميله😍😍😍
Positive,ممتاز الله يعطينا من خيره و يكفينا من شره
Positive,برنامج رائع شوية عليه
Positive,هذا منتهى الروعة واﻻبداع.
Positive,احبك يا ايمو كثير حلو بنصحكم نحملونه
Positive,ممتاز في المكالمات الدولية والفديو كول
Positive,رررروعه حملته مره روعه
Positive,والله انصحكم بإستخدام imo. ...
Positive,ممتاز جدآ ألايمو جعلنا نعيش في بيت واحد مع الأصدقاء البعد
Positive,برنامج حلو جدا
Positive,برنامج حلو جدا
Positive,رنامج حلو ورائع جدآ بس ليش مافيه البحث بالاسم
Positive,روووووووعه من الأخر سهل الأستخدام بإمكانك التواصل بمكالمة الفيديو أو بالدردشة النصية
Positive,رووووووعة كتير حلوة اني احبو كتيررررررررر
Positive,ممتاز وأكثر من رائع
Positive,ممتاز روعة كل الاتصال صور وصوت
Positive,جميل شكرا لمن قام على هذا البرنامج ارجو ازالة الاعلانات وجودة الصوت
Positive,برنامج فى قمة الروعة من أفضل البرامج بالعالم
Positive,أنه جميل جدا برنامج قوي للمراسلات
Positive,من اجمل البرامج قوي جدا الفيديو واضح جدا
Positive,سهل وممتع جدا ف الاتصال جيد جدا
Positive,بصراحه البرنامج جيد جدا
Positive,جميل ورائع شكراً لكم
Positive,جميل جدا شكرا لجهودكم رائع
Positive,جميل جدا شكرا لجهودكم رائع
Positive,حلو كتير ممتاز جدا
Positive,جميل ورائع جامد طحن
Positive,برنامج جميل جدا جدا
Negative,كس ام امه برنامج خرى وصاحبه ابن وسخه حراميه ولاد حرام يدعو أصدقاء لحاله ويخصم رصيد انا عندي 50 جهت اتصال كل واحد يرسله رساله ويخصم توني شاحن رصيد كس ام البرنامج
Positive,اعجبني ولكن برنامج رۈۋ‏عـِھّ بالاتصال فقط افضل برنامج اتصال ولايحتاج نت قوي لكن الرسايل مش سريعه زي الاتصال والفيسات تفتح بعد وقت تتاخر وكمان يطلع ارقام غريبه فيه ومش مسجلين معاك بهاتفك وكمان فيه نقص بالاعدادات الخصوصية مش مكتمله مثلا منع اي اتصال باستثناء جهات الاتصال الي عندي وهيك.
Positive,يستاهل مليون نجمة برنامج ممتاز كتير كتير و خصيصا انو ما بياخود انترنت قوي ... يعني انترنت ضعيف شغال متل الفل
Negative,العراق بس عندي مشكلة من اسجل على رقمي فقط ،، يطلب مني تحديث البرنامج اما بقية الارقم تكون عادي يقبلها ويفعل البرنامج،، مع العلم احدث اصدر نزلت
Negative,كل ما ادخل رقم الجوال و ادوله يقول تاكد انك متصل ب الانترنت ولانترنت فل وبعد ذالك اجى ولا اي رساله تجي ع شان الرمز حلو المشكله بليز حلو المشكله
Negative,أفضل عدم كلام وانتظار التحديث ! سؤال طالما تم تحديث احتفاظ تخزين لما يستهلك ملفات موبايلي بشكل كبير أيضا ذاكرة مؤقتة مثال إذا أجريت مكالمة يدخل 90 Mg أو أكثر في الملفات معلومات ؟؟؟؟؟!!!
Negative,للاسف كان يعمل ولان لاتصال ولاشئ عندما تعمل اتصال يخبرنا عبي كريكت ليش هذة التغير نريد حل وشكرا حين مايصبح ايجابي ننصح بتنزيلة اما الان لا لا
Negative,سيء جدا .....لقد تم ارسال الرمز لكن يعطيني خطا بالرمز ....ارجو المعالجة على وجه السرعة
Negative,برنامج زبالة مايستاهل ولا نجمة كل مره يطلب انترنت عند التنشيط والانترنت شغال حلاوة
Negative,مكالمة فيديو ما عم تزبط ابدا وفورا بيصير الاتصال ضعيف ..بنضل نفصل ونرجع نتصل لدرجة انو المكالمة بتصير مملة
Negative,ما يتصل البرنامج كان جيد لكن حاليا ما يسجل يقولي لازم اتصال انترنت والنت موجود ؟؟مع العلم ان البرامج الاخرى شغالة
Negative,كان كويس دلوقتى بقى زفت على طول غير متصل ولايوجدنت من مع انه فيه نت من لكن المكالمات توصل بعدين
